tracking_id	FUNCTION	Sample_10.1_0	Sample_10.2_0	Sample_20.1_0	Sample_20.2_0	Sample_0.1_0	Sample_0.2_0
HWER_00039	Similar to CTS1: Endochitinase 1 (Coccidioides immitis (strain RS))	6.93236	7.02206	9.05719	9.0834	12.0283	7.61855
HWER_00040	Similar to ASPM: Abnormal spindle-like microcephaly-associated protein homolog (Colobus guereza)	6.40556	6.68978	5.70618	5.20062	4.65639	6.14021
HWER_00041	Similar to SPCC417.11c: Uncharacterized aminotransferase C417.11c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	0.582995	0.522069	0.617346	0.504843	1.81757	1.24571
HWER_00042	Protein of unknown function	1.71089	1.1606	0.898925	0.622906	0.397812	0.906022
HWER_00043	Similar to rqh1: ATP-dependent DNA helicase hus2/rqh1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	5.39254	5.48016	4.75402	5.10825	5.68773	5.99802
HWER_00044	Similar to cipB: Zinc-binding alcohol dehydrogenase domain-containing protein cipB (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	9.38555	8.82955	9.05297	9.47575	11.7576	13.0409
HWER_00045	Similar to YFL054C: Uncharacterized membrane protein YFL054C (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	1.36671	1.45341	2.17532	2.58045	1.00255	1.69742
HWER_00046	Similar to JID1: J domain-containing protein 1 (Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056))	27.5728	24.1971	21.3497	19.6257	0.166049	0.493013
HWER_00047	Protein of unknown function	2.48541	2.6208	5.14964	4.36555	1.86766	2.17173
HWER_00048	Protein of unknown function	1.80378	2.36019	4.43724	4.49029	10.4201	5.67132
HWER_00049	Similar to NIK1: Histidine protein kinase NIK1 (Candida albicans (strain SC5314 / ATCC MYA-2876))	8.68262	9.46573	7.84665	7.49285	12.6196	10.2234
HWER_00050	Similar to NDUFA13: NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Bos taurus)	118.553	135.327	167.047	179.241	415.894	374.559
HWER_00051	Similar to trm10: tRNA (guanine(9)-N1)-methyltransferase (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))	17.0557	15.9692	28.5088	26.0269	12.8762	13.8591
HWER_00052	Similar to CCR4: Glucose-repressible alcohol dehydrogenase transcriptional effector (Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173))	29.8659	32.6232	26.1466	26.8461	31.4434	28.2773
HWER_00053	Protein of unknown function	16.2299	15.9221	19.6374	19.76	21.6831	18.5271
HWER_00054	Similar to lyrm5a: LYR motif-containing protein 5A (Danio rerio)	14.1768	13.2052	11.2272	10.5077	2.4224	4.72663
HWER_00055	Protein of unknown function	10.1477	11.5589	8.68186	9.13985	18.6358	11.5777
HWER_00056	Similar to acrB: Probable ubiquitination network signaling protein acrB (Aspergillus niger (strain CBS 513.88 / FGSC A1513))	19.8671	21.8317	16.0319	17.0025	20.3215	14.3583
HWER_00057	Similar to SPAC11D3.18c: Uncharacterized transporter C11D3.18C (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	4.30585	5.35135	2.90042	2.75378	13.8299	11.485
HWER_00058	Protein of unknown function	0.0559318	0	0	0	0	0
HWER_00059	Similar to PPR1: Pyrimidine pathway regulatory protein 1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	3.91092	4.8091	5.03343	5.10131	8.32705	7.43867
HWER_00060	Similar to gnl: Gluconolactonase (Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4))	3.37515	3.33974	5.4253	4.97875	9.68104	7.8429
HWER_00061	Similar to MCH2: Probable transporter MCH2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	3.0458	2.78898	4.97207	4.88064	8.09839	4.02454
HWER_00062	Similar to RAS1: Ras-like protein 1 (Candida albicans (strain SC5314 / ATCC MYA-2876))	28.6471	29.9169	19.8647	21.6839	119.079	72.7701
HWER_00063	Similar to wc-1: White collar 1 protein (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))	16.2705	17.2605	15.9411	16.3305	38.0166	27.8891
HWER_00064	Protein of unknown function	17.2714	16.9076	44.4074	52.2856	19.1894	15.7306
HWER_00065	Protein of unknown function	5.05711	5.45811	6.9251	7.49961	21.8965	20.309
HWER_00066	Protein of unknown function	5.9726	5.92155	8.37963	6.31329	3.12954	2.96647
HWER_00067	Similar to MAN1A2: Mannosyl-oligosaccharide 1%2C2-alpha-mannosidase IB (Homo sapiens)	10.2537	12.7882	13.3899	12.5548	8.38663	10.1141
HWER_00068	Protein of unknown function	82.4186	62.6433	28.0521	33.978	17.709	13.0052
HWER_00069	Similar to Zswim2: E3 ubiquitin-protein ligase Zswim2 (Mus musculus)	24.2569	21.3154	12.2235	18.626	3.51101	5.7776
HWER_00070	Similar to SPAC3H8.02: CRAL-TRIO domain-containing protein C3H8.02 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	63.7733	53.6108	39.2488	39.7608	15.2454	19.705
HWER_00071	Similar to DAM1: DASH complex subunit DAM1 (Yarrowia lipolytica (strain CLIB 122 / E 150))	11.2409	11.7867	8.31555	8.49628	8.34401	10.3466
HWER_00072	Similar to SPBC3B8.06: Uncharacterized membrane protein C3B8.06 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	10.0416	8.0994	10.5262	12.0215	2.50298	1.37261
HWER_00073	Similar to ths1: Threonine--tRNA ligase%2C cytoplasmic (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	73.028	71.2678	71.9636	69.9925	82.1255	80.5371
HWER_00074	Similar to fslK: Frizzled and smoothened-like protein K (Dictyostelium discoideum)	1.38183	1.93644	4.26808	3.93043	4.38505	5.02204
HWER_00075	Similar to GAR1: H/ACA ribonucleoprotein complex subunit 1 (Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970))	64.8146	69.7546	111.623	112.772	363.856	240.573
HWER_00076	Similar to NSUN4: 5-methylcytosine rRNA methyltransferase NSUN4 (Homo sapiens)	5.13173	5.37862	7.63906	7.23273	13.7854	10.8418
HWER_00077	Similar to tgs1: Trimethylguanosine synthase (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	1.33107	1.70786	2.33172	2.53726	4.13128	3.70617
HWER_00078	Similar to adl1: DNA ligase 3 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	5.0275	4.85928	4.58739	3.97998	1.53534	2.77729
HWER_00079	Similar to rnc1: RNA-binding protein rnc1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	5.41105	5.58373	10.2546	11.6313	12.5613	9.41096
HWER_00080	Similar to dip1: Protein dip1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	16.4336	18.1739	19.4859	17.7244	25.4536	19.3158
HWER_00081	Similar to ucpA: Oxidoreductase UcpA (Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720))	1.46865	1.72734	1.27541	1.0404	1.93572	2.31085
HWER_00082	Similar to ESBP6: Uncharacterized transporter ESBP6 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	17.9217	16.4643	10.8617	10.6478	9.56467	10.7308
HWER_00083	Similar to YOR052C: AN1-type zinc finger protein YOR052C (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	67.8235	60.8392	24.6129	28.5425	47.8682	35.9858
HWER_00084	Similar to arp4: Actin-related protein 4 (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	48.4771	44.0577	44.2635	47.4634	41.4796	49.9529
HWER_00085	Similar to GUP1: Glycerol uptake protein 1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	12.4655	12.7225	17.5945	16.3894	24.1623	18.7348
HWER_00086	Similar to RSA3: Ribosome assembly protein 3 (Yarrowia lipolytica (strain CLIB 122 / E 150))	16.4944	17.5215	15.3137	12.246	4.03535	3.87184
HWER_00087	Similar to nup146: Nucleoporin nup146 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	10.1916	11.4808	12.1878	13.1052	11.1334	13.2387
HWER_00088	Similar to PUP1: Proteasome subunit beta type-2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	83.1849	76.6476	82.6227	79.707	90.6501	113.451
HWER_00089	Similar to hhoA: Histone H1 (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	368.226	400.98	178.106	229.828	1394.05	1123.55
HWER_00090	Similar to its3: Phosphatidylinositol 4-phosphate 5-kinase its3 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	12.6523	12.0916	13.4478	11.5769	11.9133	9.68235
HWER_00091	Protein of unknown function	3.14745	4.01386	6.0874	6.21948	4.26076	7.23452
HWER_00092	Similar to FLCY: Farnesylcysteine lyase (Arabidopsis thaliana)	5.07412	5.28486	5.29542	5.43907	0.936368	1.12054
HWER_00093	Protein of unknown function	49.2809	38.8444	33.3314	31.1928	6.3286	9.66717
HWER_00094	Similar to cut3: Structural maintenance of chromosomes protein 4 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	9.71697	11.4632	7.28092	7.66684	10.7241	12.1457
HWER_00095	Similar to YKE2: Prefoldin subunit 6 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	32.6386	34.8606	63.0084	62.9699	86.9101	65.3979
HWER_00096	Similar to VPS4: Vacuolar protein sorting-associated protein 4 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	19.5927	18.6917	15.62	16.4292	17.4157	18.2948
HWER_00097	Similar to FBXO21: F-box only protein 21 (Homo sapiens)	8.39949	7.80998	3.50382	3.82816	2.16641	2.60029
HWER_00098	Similar to sec14: Sec14 cytosolic factor (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	26.4954	20.2381	12.1106	12.613	3.86378	4.94234
HWER_00099	Protein of unknown function	20.5781	22.5259	29.3131	25.0592	15.8048	11.6755
HWER_00100	Similar to int6: Eukaryotic translation initiation factor 3 subunit E (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))	49.6268	42.4057	51.3405	47.4547	56.1579	43.5276
HWER_00101	Similar to betA: Oxygen-dependent choline dehydrogenase (Vibrio vulnificus (strain YJ016))	1.56282	1.71973	2.38696	2.04444	2.62765	3.9092
HWER_00102	Protein of unknown function	7.79484	7.20224	9.92858	10.636	13.1693	10.5252
HWER_00103	Similar to smd1: Small nuclear ribonucleoprotein Sm D1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	43.9672	44.7251	55.3404	56.0604	123.432	96.5892
HWER_00104	Similar to PKR1: V-type ATPase assembly factor PKR1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	20.66	23.7357	13.3993	14.8369	36.276	21.1726
HWER_00105	Similar to APP1: Phosphatidate phosphatase APP1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	20.2734	20.9053	15.0478	14.7209	7.10172	8.96081
HWER_00106	Protein of unknown function	0	0	0	0	0	0
HWER_00107	Similar to cmk1: Calcium/calmodulin-dependent protein kinase type I (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	36.1901	35.9212	33.1494	36.044	35.8119	33.7287
HWER_00108	Similar to CWINV1: Beta-fructofuranosidase%2C insoluble isoenzyme CWINV1 (Arabidopsis thaliana)	4.28907	5.40446	2.41866	3.29928	0.622283	0.308888
HWER_00109	Protein of unknown function	1.36263	1.12257	1.199	1.56304	1.47232	2.35092
HWER_00110	Protein of unknown function	1.91911	1.31221	1.76668	1.80759	3.04351	12.6948
HWER_00111	Similar to THR1: Trihydroxynaphthalene reductase (Colletotrichum orbiculare (strain 104-T / ATCC 96160 / CBS 514.97 / LARS 414 / MAFF 240422))	140.848	143.057	380.3	321.951	412.389	328.07
HWER_00112	Similar to TRY5: Transcriptional regulator of yeast form adherence 5 (Candida albicans (strain SC5314 / ATCC MYA-2876))	8.80992	10.3233	8.67697	10.7805	43.3185	29.9644
HWER_00113	Similar to wA: Conidial yellow pigment biosynthesis polyketide synthase (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	18.3346	22.6868	14.5883	18.2226	87.4379	77.3384
HWER_00114	Similar to SPAC3H8.07c: Probable prefoldin subunit 3 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	70.1878	81.7522	116.12	117.359	211.154	201.24
HWER_00115	Similar to Bche: Cholinesterase (Mus musculus)	3.1923	3.04611	2.49907	2.35729	3.47221	2.51351
HWER_00116	Similar to RDR1: RNA-dependent RNA polymerase 1 (Arabidopsis thaliana)	3.5911	4.03426	2.15292	2.00615	10.1028	11.1539
HWER_00117	Similar to Rint1: RAD50-interacting protein 1 (Mus musculus)	16.5964	19.2977	14.8612	13.2865	9.94136	7.81571
HWER_00118	Similar to SQS1: Protein SQS1 (Podospora anserina)	20.871	22.3967	11.4999	12.2455	6.94352	6.02342
HWER_00119	Similar to atg4: Probable cysteine protease atg4 (Botryotinia fuckeliana (strain B05.10))	25.3742	24.0565	26.1663	21.9045	16.5554	12.3791
HWER_00120	Similar to HTB1: Histone H2B (Coccidioides immitis (strain RS))	1367.22	1300.3	964.153	1177.79	3566.11	2778.08
HWER_00121	Similar to hta1: Histone H2A-alpha (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	1744.27	1645.32	1127.87	1287.1	6660.71	5334.59
HWER_00122	Similar to kgd2: Probable dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex%2C mitochondrial (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	123.397	115.198	99.7882	97.508	97.8476	129.128
HWER_00123	Similar to CIB22: NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (Arabidopsis thaliana)	31.0011	31.902	32.7149	34.9743	86.9566	74.1148
HWER_00124	Similar to bioF: 8-amino-7-oxononanoate synthase (Myxococcus xanthus (strain DK 1622))	0.720517	0.835112	0.597261	0.796546	2.82128	3.44614
HWER_00125	Similar to ovca2: Ovarian cancer-associated gene 2 protein homolog (Danio rerio)	0	0	0	0	0	0
HWER_00126	Similar to nahG: Salicylate hydroxylase (Pseudomonas putida)	2.95079	2.78972	3.98379	4.8768	5.89485	4.85995
HWER_00127	Protein of unknown function	15.2186	13.7459	15.9143	13.8667	5.48382	5.40066
HWER_00128	Protein of unknown function	4.11596	3.2254	4.48971	2.71091	0.702705	0.0510625
HWER_00129	Similar to SLM1: Phosphatidylinositol 4%2C5-bisphosphate-binding protein SLM1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	43.1543	39.2569	27.7747	29.3205	33.4304	18.2467
HWER_00130	Similar to bglA: Probable beta-glucosidase A (Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1))	2.88737	2.11651	4.12979	4.79062	6.31902	8.69735
HWER_00131	Similar to GGA2: ADP-ribosylation factor-binding protein GGA2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	67.6334	57.8113	31.179	33.9185	27.6032	36.6651
HWER_00132	Similar to TSR3: Ribosome biogenesis protein TSR3 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	62.6381	45.4418	20.2234	21.7187	12.0338	9.38312
HWER_00133	Similar to OXR1: Oxidation resistance protein 1 (Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084))	35.1682	32.4494	24.1547	27.5463	35.6406	29.7411
HWER_00134	Similar to chr4: Chitin synthase regulatory factor 4 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	28.322	24.3551	15.0117	14.2089	4.04455	5.50657
HWER_00135	Similar to ATG22-2: Autophagy-related protein 22-2 (Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173))	0.0582126	0.0882947	0.0580275	0.0407272	0.040003	0.0452751
HWER_00136	Similar to afcA: Alpha-fucosidase A (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	0.513431	0.640955	1.0366	1.0192	1.06785	1.26271
HWER_00137	Similar to MDM35: Mitochondrial distribution and morphology protein 35 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	23.968	25.0575	32.7935	31.6016	41.9857	42.4124
HWER_00138	Similar to gpmI1: 2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase 1 (Methanosarcina barkeri (strain Fusaro / DSM 804))	124.957	130.237	148.221	141.948	40.6589	74.6042
HWER_00139	Protein of unknown function	20.7194	17.3912	22.2723	16.4413	5.16188	5.1176
HWER_00140	Similar to for: Serine hydroxymethyltransferase%2C cytosolic (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))	77.6469	70.8122	115.784	112.101	28.9187	49.1368
HWER_00141	Similar to SPAC11E3.11c: PH and SEC7 domain-containing protein C11E3.11c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	7.2403	9.4978	10.1141	11.2915	20.3208	20.6196
HWER_00142	Similar to LETM1: LETM1 and EF-hand domain-containing protein 1%2C mitochondrial (Gallus gallus)	38.7253	36.6182	32.7164	29.4751	43.3012	43.021
HWER_00143	Protein of unknown function	10.736	11.0005	28.2969	23.9394	41.4881	31.5858
HWER_00144	Similar to grc3: Polynucleotide 5'-hydroxyl-kinase grc3 (Aspergillus niger (strain CBS 513.88 / FGSC A1513))	1.29803	1.61531	3.76318	2.96168	1.11955	0.435278
HWER_00145	Similar to At5g27410: Branched-chain-amino-acid aminotransferase-like protein 2 (Arabidopsis thaliana)	5.95664	6.36196	4.63812	4.89242	16.1431	15.3815
HWER_00146	Similar to TMA16: Translation machinery-associated protein 16 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	20.5753	19.0559	30.5806	25.9151	14.0333	16.0494
HWER_00147	Similar to EXO1: Exodeoxyribonuclease 1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	13.6511	16.3016	18.3626	18.7651	32.0613	27.7688
HWER_00148	Protein of unknown function	2.90508	3.9507	1.94253	1.93814	3.34425	4.76787
HWER_00149	Similar to YIL108W: Putative zinc metalloproteinase YIL108W (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	18.2926	17.6623	16.5689	18.8818	33.6047	29.1311
HWER_00150	Protein of unknown function	21.1217	21.755	27.2509	30.2274	78.5351	60.0747
HWER_00151	Similar to lcb1: Serine palmitoyltransferase 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	36.7239	37.8499	38.935	44.2532	28.5762	38.0085
HWER_00152	Protein of unknown function	19.7242	23.3857	16.7071	17.928	28.9498	26.0398
HWER_00153	Similar to MOS2: Mitochondrial organizing structure protein 2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	192.52	164.507	208.679	198.633	144.414	170.412
HWER_00154	Similar to oct1: Mitochondrial intermediate peptidase (Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1))	20.5136	19.4953	22.648	21.7994	6.61856	7.01109
HWER_00155	Similar to UBP2: Ubiquitin carboxyl-terminal hydrolase 2 (Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37))	15.9942	14.6132	9.51944	9.66376	10.2856	9.27613
HWER_00156	Similar to TBCC: Tubulin-specific chaperone C (Homo sapiens)	22.489	21.5785	19.6883	20.5568	33.6411	29.0008
HWER_00157	Similar to B13D24.010: NADH-ubiquinone oxidoreductase 21.3 kDa subunit (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))	202.248	204.865	224.389	221.755	160.987	186.777
HWER_00158	Similar to SYS1: Protein SYS1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	40.8835	44.1327	74.3603	71.2751	37.254	33.9402
HWER_00159	Similar to SLM5: Asparagine--tRNA ligase%2C mitochondrial (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	40.0845	41.3155	42.6823	40.3439	14.3151	14.9574
HWER_00160	Similar to SAP1: Protein SAP1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	27.6098	22.4288	17.5128	17.5226	12.2524	13.3288
HWER_00161	Similar to Iridoid synthase (Catharanthus roseus)	2.5958	2.63279	3.62083	3.50032	2.04224	1.52302
HWER_00162	Similar to MNS1: Mannosyl-oligosaccharide 1%2C2-alpha-mannosidase MNS1 (Arabidopsis thaliana)	0	0	0	0	0	0
HWER_00163	Similar to FMO1: Dimethylaniline monooxygenase [N-oxide-forming] 1 (Sus scrofa)	2.75227	2.96486	2.15323	2.14734	1.38547	1.76769
HWER_00164	Protein of unknown function	3.42114	3.85066	4.33112	3.63464	3.16973	4.33683
HWER_00165	Similar to eso1: N-acetyltransferase eso1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	11.0821	10.9809	7.47161	7.32283	12.0349	9.35897
HWER_00166	Similar to SPBC25H2.15: Probable 20S rRNA accumulation protein 4 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	9.27594	9.32522	15.8838	14.2609	18.9218	16.8367
HWER_00167	Protein of unknown function	35.8229	36.4199	62.1659	62.3958	78.5161	68.8679
HWER_00168	Similar to melC2: Tyrosinase (Streptomyces lincolnensis)	0.290089	0.416927	0.635078	0.645422	0.0911795	0.229743
HWER_00169	Protein of unknown function	6.5603	7.45788	3.30324	3.4837	3.05335	4.15558
